city;id;type;otype;lat;lon;name;amenity;amenity_specification;amenity2
Munich;2711021528;node;1;48,2083701;11,5514255;Hasenbergl S¸d;bus_stop;stop_position;Bus stop
Munich;393438713;node;1;48,1006198;11,5514237;Tierparkstraﬂe (Isar-Eingang);taxi;;Taxi
Munich;2730140003;node;1;48,1866874;11,5513581;Lerchenauer Straﬂe;bus_stop;stop_position;Bus stop
Munich;5176566402;node;1;48,100396;11,5510759;Tierpark (Isar-Eingang);bicycle_rental;;Bicycle rental
Munich;4587126594;node;1;48,1429785;11,5506182;M¸nchen ZOB;bus_stop;platform;Bus stop
Munich;2739596966;node;1;48,200168;11,5506024;Goldlackplatz;bus_stop;stop_position;Bus stop
Munich;307532102;node;1;48,1196804;11,550502;Eichenseher Straﬂendienst;car_rental;;Car Rental
Munich;5403764627;node;1;48,1524616;11,5504959;Gaiglstraﬂe;bus_stop;stop_position;Bus stop
Munich;2794931522;node;1;48,1176738;11,5504384;Gotzinger Platz;bus_stop;stop_position;Bus stop
Munich;5403764626;node;1;48,1524289;11,5504366;Gaiglstraﬂe;bus_stop;stop_position;Bus stop
Munich;393329537;node;1;48,1457079;11,5503852;Marsstraﬂe;taxi;;Taxi
Munich;2730140001;node;1;48,1861227;11,5503602;Lerchenauer Straﬂe;bus_stop;stop_position;Bus stop
Munich;2644689622;node;1;48,1254879;11,5502436;Poccistraﬂe;station;station;Subway Station
Munich;2739596973;node;1;48,2002098;11,5498472;Goldlackplatz;bus_stop;stop_position;Bus stop
Munich;4208491072;node;1;48,1493737;11,5497656;STATTAUTO M¸nchen Station ML;car_sharing;;Car Sharing
Munich;1823329923;node;1;48,1248858;11,5495996;Poccistraﬂe;taxi;;Taxi
Munich;1842043003;node;1;48,1122124;11,5494234;Bruderm¸hlstraﬂe;bus_stop;stop_position;Bus stop
Munich;1351686613;node;1;48,1691983;11,549195;Olympiaberg;bus_stop;stop_position;Bus stop
Munich;2470092029;node;1;48,1421432;11,5490943;;taxi;;Taxi
Munich;2730140174;node;1;48,1912532;11,5490605;Schittgablerstraﬂe;bus_stop;stop_position;Bus stop
Munich;1877959883;node;1;48,1255138;11,5489889;Poccistraﬂe;bus_stop;stop_position;Bus stop
Munich;5176566398;node;1;48,1087922;11,5489742;Dietramszeller Straﬂe;bicycle_rental;;Bicycle rental
Munich;4206280963;node;1;48,1422926;11,5488768;;car_sharing;;Car Sharing
Munich;3932228605;node;1;48,191601;11,5488479;Schittgablerstraﬂe;bus_stop;stop_position;Bus stop
Munich;471841445;node;1;48,1193278;11,5488068;Implerstraﬂe;bus_stop;stop_position;Bus stop
Munich;490689839;node;1;48,1256694;11,5487759;Poccistraﬂe;bus_stop;stop_position;Bus stop
Munich;4428948967;node;1;48,1428717;11,5487441;Hackerbr¸cke;bicycle_rental;;Bicycle rental
Munich;2650093399;node;1;48,1125225;11,5487222;Bruderm¸hlstraﬂe;station;station;Subway Station
Munich;4685592414;node;1;48,1859367;11,548721;Oberwiesenfeld;bicycle_rental;;Bicycle rental
Munich;393432653;node;1;48,1118732;11,5486331;Bruderm¸hlstraﬂe;taxi;;Taxi
Munich;3644077405;node;1;48,1375849;11,5485998;;taxi;;Taxi
Munich;2794835498;node;1;48,1229711;11,5485875;Senserstraﬂe;bus_stop;stop_position;Bus stop
Munich;2794835499;node;1;48,1229385;11,5485847;Senserstraﬂe;bus_stop;stop_position;Bus stop
Munich;2470092008;node;1;48,1419636;11,548527;Hackerbr¸cke;station;station;Subway Station
Munich;2562202514;node;1;48,1201994;11,5484511;Implerstraﬂe;station;station;Subway Station
Munich;1722444354;node;1;48,1187312;11,5483295;Implerstraﬂe;bus_stop;stop_position;Bus stop
Munich;3207960964;node;1;48,1436616;11,5482822;Hackerbr¸cke;tram_stop;station;Tram stop
Munich;1119056106;node;1;48,1005664;11,5482495;Zentrall‰ndstraﬂe;bus_stop;stop_position;Bus stop
Munich;4679928118;node;1;48,1197048;11,548201;Implerstraﬂe;bicycle_rental;;Bicycle rental
Munich;1842043002;node;1;48,1121185;11,548115;Bruderm¸hlstraﬂe;bus_stop;stop_position;Bus stop
Munich;3348494994;node;1;48,15964;11,5477281;Leonrodplatz;bus_stop;stop_position;Bus stop
Munich;393432687;node;1;48,1013214;11,5477104;Thalkirchen;taxi;;Taxi
Munich;315969666;node;1;48,1494636;11,5476366;Avis;car_rental;;Car Rental
Munich;2650093433;node;1;48,1859978;11,5476222;Oberwiesenfeld;station;station;Subway Station
Munich;315935291;node;1;48,1498389;11,5473195;Maillinger-/Nymphenburger Straﬂe;taxi;;Taxi
Munich;3207960966;node;1;48,1392417;11,5471343;Holzapfelstraﬂe;tram_stop;;Tram stop
Munich;3115126470;node;1;48,1376443;11,5471138;Stattauto Schl¸sseltresor;car_sharing;;Car Sharing
Munich;1825406302;node;1;48,096688;11,5471023;Bad Maria Einsiedel;bus_stop;stop_position;Bus stop
Munich;5322221172;node;1;48,1804863;11,5470627;ZHS Olympiazentrum;bicycle_rental;;Bicycle rental
Munich;5382850887;node;1;48,121048;11,5470368;;car_sharing;;Car Sharing
Munich;3348495093;node;1;48,1592648;11,5470302;Leonrodplatz;bus_stop;stop_position;Bus stop
Munich;2675576873;node;1;48,0752567;11,5469868;Schulbus;bus_stop;;Bus stop
Munich;756508004;node;1;48,1595924;11,5467658;;taxi;;Taxi
Munich;4592511270;node;1;48,1597359;11,5466322;Leonrodplatz;bicycle_rental;;Bicycle rental
Munich;2799927811;node;1;48,1010855;11,5465685;Thalkirchen (Tierpark);bus_stop;stop_position;Bus stop
Munich;1973952961;node;1;48,1210464;11,5465242;STATTAUTO M¸nchen Station SDA;car_sharing;;Car Sharing
Munich;2796665070;node;1;48,1345387;11,5464508;Alter Messeplatz;bus_stop;stop_position;Bus stop
Munich;6032184688;node;1;48,1712937;11,5464391;Olympiasee;bus_stop;platform;Bus stop
Munich;4677297785;node;1;48,1013094;11,546419;Thalkirchen;bicycle_rental;;Bicycle rental
Munich;2796672969;node;1;48,1345503;11,5461712;Alter Messeplatz;bus_stop;stop_position;Bus stop
Munich;6032184687;node;1;48,1714681;11,5459938;Olympiasee;bus_stop;platform;Bus stop
Munich;4213314358;node;1;48,1141184;11,5459925;STATTAUTO M¸nchen Station SDE;car_sharing;;Car Sharing
Munich;1688076220;node;1;48,1324516;11,5459886;Theresienhˆhe;bus_stop;stop_position;Bus stop
Munich;2650093598;node;1;48,1028401;11,5459789;Thalkirchen;station;station;Subway Station
Munich;2730139855;node;1;48,1963829;11,5458596;Irisstraﬂe;bus_stop;stop_position;Bus stop
Munich;322240049;node;1;48,186118;11,5458265;Oberwiesenfeld;bus_stop;stop_position;Bus stop
Munich;1699739265;node;1;48,0946124;11,5457253;Floﬂl‰nde;bus_stop;stop_position;Bus stop
Munich;2675608214;node;1;48,0798553;11,5456558;Schulbus;bus_stop;;Bus stop
Munich;322240045;node;1;48,1862403;11,5456102;Oberwiesenfeld;bus_stop;stop_position;Bus stop
Munich;84322751;node;1;48,1499883;11,5456047;Maillingerstraﬂe;station;station;Subway Station
Munich;3609643543;node;1;48,1394887;11,5455214;;car_rental;;Car Rental
Munich;2730139864;node;1;48,1969476;11,5455069;Irisstraﬂe;bus_stop;stop_position;Bus stop
Munich;3207960367;node;1;48,1442662;11,5454386;Deroystraﬂe;tram_stop;;Tram stop
Munich;3605994595;node;1;48,1370529;11,5454254;Euro-Taxi;taxi;;Taxi
Munich;4211897539;node;1;48,1170157;11,5454198;STATTAUTO M¸nchen Station SDV;car_sharing;;Car Sharing
Munich;5267672321;node;1;48,1054033;11,545412;Pullacher Platz;bicycle_rental;;Bicycle rental
Munich;3869555179;node;1;48,2147821;11,5453868;Paidarstraﬂe;bus_stop;stop_position;Bus stop
Munich;2794931491;node;1;48,1226143;11,5453282;Aberlestraﬂe;bus_stop;stop_position;Bus stop
Munich;2799928002;node;1;48,0946993;11,5453166;Floﬂl‰nde;bus_stop;stop_position;Bus stop
Munich;5403764628;node;1;48,1508788;11,544933;Maillingerstraﬂe;bus_stop;stop_position;Bus stop
Munich;4677246490;node;1;48,1504395;11,54481;Mailingerstraﬂe;bicycle_rental;;Bicycle rental
Munich;3995488524;node;1;48,1275366;11,5447504;Hans-Fischer-Straﬂe;bus_stop;stop_position;Bus stop
Munich;393329539;node;1;48,1507196;11,5447001;Lazarettstraﬂe;taxi;;Taxi
Munich;1877959863;node;1;48,1272868;11,5446744;Hans-Fischer-Straﬂe;bus_stop;stop_position;Bus stop
Munich;4213314357;node;1;48,1144134;11,5444301;STATTAUTO M¸nchen Station SDD;car_sharing;;Car Sharing
Munich;3869425959;node;1;48,2148303;11,5443682;Paidarstraﬂe;bus_stop;stop_position;Bus stop
Munich;5403764629;node;1;48,150315;11,544273;Maillingerstraﬂe;bus_stop;stop_position;Bus stop
Munich;4510264340;node;1;48,1336407;11,5440571;Schwanthalerhˆhe/Franziska-Bilek-Weg;bicycle_rental;;Bicycle rental
Munich;1699739260;node;1;48,0916307;11,5440201;Campingplatz Thalkirchen;bus_stop;stop_position;Bus stop
Munich;2799927805;node;1;48,096947;11,5440177;Maria-Einsiedel-Straﬂe;bus_stop;stop_position;Bus stop
Munich;308199307;node;1;48,1033956;11,5440091;STATTAUTO M¸nchen Station TZ;car_sharing;;Car Sharing
Munich;2730140123;node;1;48,2008179;11,543855;Robinienstraﬂe;bus_stop;stop_position;Bus stop
Munich;3372048993;node;1;48,2090957;11,5438299;Feldmochinger Anger;bus_stop;stop_position;Bus stop
Munich;2730140109;node;1;48,2008143;11,5438237;Robinienstraﬂe;bus_stop;stop_position;Bus stop
Munich;2711021525;node;1;48,2091053;11,5437385;Feldmochinger Anger;bus_stop;stop_position;Bus stop
Munich;3348494893;node;1;48,1574552;11,5437299;Fasaneriestraﬂe;bus_stop;stop_position;Bus stop
Munich;2730140096;node;1;48,1999487;11,5436397;Robinienstraﬂe;bus_stop;stop_position;Bus stop
Munich;3144391829;node;1;48,1573477;11,5435315;Fasaneriestraﬂe;tram_stop;;Tram stop
Munich;2794931490;node;1;48,1221936;11,543387;Aberlestraﬂe;bus_stop;stop_position;Bus stop
Munich;3348494794;node;1;48,1572292;11,5433009;Fasaneriestraﬂe;bus_stop;stop_position;Bus stop
Munich;3464176151;node;1;48,2004317;11,543246;Robinienstraﬂe;bus_stop;stop_position;Bus stop
Munich;2711021524;node;1;48,2141997;11,5432317;Feldmoching Bahnhof Ost;bus_stop;stop_position;Bus stop
Munich;2711021523;node;1;48,2135624;11,5432127;Feldmoching Bahnhof Ost;bus_stop;stop_position;Bus stop
Munich;354553863;node;1;48,2134696;11,5429358;Feldmoching Bahnhof;bus_stop;stop_position;Bus stop
